# Selection   : all
# Cells       : 400
# Volume      : 1.000000e+00
# Time        	min(U)
8.97          	(-2.260594e-01 -4.844292e-01 0.000000e+00)
8.98          	(-2.260605e-01 -4.844324e-01 0.000000e+00)
8.99          	(-2.260616e-01 -4.844356e-01 0.000000e+00)
9             	(-2.260626e-01 -4.844387e-01 0.000000e+00)
9.01          	(-2.260637e-01 -4.844419e-01 0.000000e+00)
9.02          	(-2.260648e-01 -4.844450e-01 0.000000e+00)
9.03          	(-2.260658e-01 -4.844481e-01 0.000000e+00)
9.04          	(-2.260669e-01 -4.844512e-01 0.000000e+00)
9.05          	(-2.260679e-01 -4.844543e-01 0.000000e+00)
9.06          	(-2.260689e-01 -4.844573e-01 0.000000e+00)
9.07          	(-2.260699e-01 -4.844604e-01 0.000000e+00)
9.08          	(-2.260710e-01 -4.844634e-01 0.000000e+00)
9.09          	(-2.260720e-01 -4.844664e-01 0.000000e+00)
9.1           	(-2.260730e-01 -4.844695e-01 0.000000e+00)
9.11          	(-2.260740e-01 -4.844725e-01 0.000000e+00)
9.12          	(-2.260750e-01 -4.844754e-01 0.000000e+00)
9.13          	(-2.260760e-01 -4.844784e-01 0.000000e+00)
9.14          	(-2.260769e-01 -4.844814e-01 0.000000e+00)
9.15          	(-2.260779e-01 -4.844843e-01 0.000000e+00)
9.16          	(-2.260789e-01 -4.844872e-01 0.000000e+00)
9.17          	(-2.260799e-01 -4.844901e-01 0.000000e+00)
9.18          	(-2.260808e-01 -4.844930e-01 0.000000e+00)
9.19          	(-2.260818e-01 -4.844959e-01 0.000000e+00)
9.2           	(-2.260827e-01 -4.844988e-01 0.000000e+00)
9.21          	(-2.260837e-01 -4.845016e-01 0.000000e+00)
9.22          	(-2.260846e-01 -4.845045e-01 0.000000e+00)
9.23          	(-2.260855e-01 -4.845073e-01 0.000000e+00)
9.24          	(-2.260865e-01 -4.845101e-01 0.000000e+00)
9.25          	(-2.260874e-01 -4.845130e-01 0.000000e+00)
9.26          	(-2.260883e-01 -4.845157e-01 0.000000e+00)
9.27          	(-2.260892e-01 -4.845185e-01 0.000000e+00)
9.28          	(-2.260901e-01 -4.845213e-01 0.000000e+00)
9.29          	(-2.260910e-01 -4.845240e-01 0.000000e+00)
9.3           	(-2.260919e-01 -4.845268e-01 0.000000e+00)
9.31          	(-2.260928e-01 -4.845295e-01 0.000000e+00)
9.32          	(-2.260937e-01 -4.845322e-01 0.000000e+00)
9.33          	(-2.260946e-01 -4.845349e-01 0.000000e+00)
9.34          	(-2.260955e-01 -4.845376e-01 0.000000e+00)
9.35          	(-2.260964e-01 -4.845403e-01 0.000000e+00)
9.36          	(-2.260972e-01 -4.845430e-01 0.000000e+00)
9.37          	(-2.260981e-01 -4.845456e-01 0.000000e+00)
9.38          	(-2.260989e-01 -4.845483e-01 0.000000e+00)
9.39          	(-2.260998e-01 -4.845509e-01 0.000000e+00)
9.4           	(-2.261006e-01 -4.845535e-01 0.000000e+00)
9.41          	(-2.261015e-01 -4.845561e-01 0.000000e+00)
9.42          	(-2.261023e-01 -4.845587e-01 0.000000e+00)
9.43          	(-2.261032e-01 -4.845613e-01 0.000000e+00)
9.44          	(-2.261040e-01 -4.845639e-01 0.000000e+00)
9.45          	(-2.261048e-01 -4.845664e-01 0.000000e+00)
9.46          	(-2.261056e-01 -4.845690e-01 0.000000e+00)
9.47          	(-2.261065e-01 -4.845715e-01 0.000000e+00)
9.48          	(-2.261073e-01 -4.845740e-01 0.000000e+00)
9.49          	(-2.261081e-01 -4.845765e-01 0.000000e+00)
9.5           	(-2.261089e-01 -4.845790e-01 0.000000e+00)
9.51          	(-2.261097e-01 -4.845815e-01 0.000000e+00)
9.52          	(-2.261105e-01 -4.845840e-01 0.000000e+00)
9.53          	(-2.261113e-01 -4.845865e-01 0.000000e+00)
9.54          	(-2.261121e-01 -4.845889e-01 0.000000e+00)
9.55          	(-2.261129e-01 -4.845914e-01 0.000000e+00)
9.56          	(-2.261136e-01 -4.845938e-01 0.000000e+00)
9.57          	(-2.261144e-01 -4.845962e-01 0.000000e+00)
9.58          	(-2.261152e-01 -4.845986e-01 0.000000e+00)
9.59          	(-2.261160e-01 -4.846010e-01 0.000000e+00)
9.6           	(-2.261167e-01 -4.846034e-01 0.000000e+00)
9.61          	(-2.261175e-01 -4.846058e-01 0.000000e+00)
9.62          	(-2.261183e-01 -4.846081e-01 0.000000e+00)
9.63          	(-2.261190e-01 -4.846105e-01 0.000000e+00)
9.64          	(-2.261198e-01 -4.846128e-01 0.000000e+00)
9.65          	(-2.261205e-01 -4.846152e-01 0.000000e+00)
9.66          	(-2.261213e-01 -4.846175e-01 0.000000e+00)
9.67          	(-2.261220e-01 -4.846198e-01 0.000000e+00)
9.68          	(-2.261227e-01 -4.846221e-01 0.000000e+00)
9.69          	(-2.261235e-01 -4.846244e-01 0.000000e+00)
9.7           	(-2.261242e-01 -4.846267e-01 0.000000e+00)
9.71          	(-2.261249e-01 -4.846289e-01 0.000000e+00)
9.72          	(-2.261256e-01 -4.846312e-01 0.000000e+00)
9.73          	(-2.261263e-01 -4.846334e-01 0.000000e+00)
9.74          	(-2.261271e-01 -4.846357e-01 0.000000e+00)
9.75          	(-2.261278e-01 -4.846379e-01 0.000000e+00)
9.76          	(-2.261285e-01 -4.846401e-01 0.000000e+00)
9.77          	(-2.261292e-01 -4.846423e-01 0.000000e+00)
9.78          	(-2.261299e-01 -4.846445e-01 0.000000e+00)
9.79          	(-2.261305e-01 -4.846467e-01 0.000000e+00)
9.8           	(-2.261312e-01 -4.846489e-01 0.000000e+00)
9.81          	(-2.261319e-01 -4.846510e-01 0.000000e+00)
9.82          	(-2.261326e-01 -4.846532e-01 0.000000e+00)
9.83          	(-2.261333e-01 -4.846553e-01 0.000000e+00)
9.84          	(-2.261339e-01 -4.846575e-01 0.000000e+00)
9.85          	(-2.261346e-01 -4.846596e-01 0.000000e+00)
9.86          	(-2.261353e-01 -4.846617e-01 0.000000e+00)
9.87          	(-2.261359e-01 -4.846638e-01 0.000000e+00)
9.88          	(-2.261366e-01 -4.846659e-01 0.000000e+00)
9.89          	(-2.261372e-01 -4.846680e-01 0.000000e+00)
9.9           	(-2.261379e-01 -4.846701e-01 0.000000e+00)
9.91          	(-2.261385e-01 -4.846721e-01 0.000000e+00)
9.92          	(-2.261392e-01 -4.846742e-01 0.000000e+00)
9.93          	(-2.261398e-01 -4.846763e-01 0.000000e+00)
9.94          	(-2.261405e-01 -4.846783e-01 0.000000e+00)
9.95          	(-2.261411e-01 -4.846803e-01 0.000000e+00)
9.96          	(-2.261417e-01 -4.846823e-01 0.000000e+00)
9.97          	(-2.261424e-01 -4.846844e-01 0.000000e+00)
9.98          	(-2.261430e-01 -4.846864e-01 0.000000e+00)
9.99          	(-2.261436e-01 -4.846884e-01 0.000000e+00)
10            	(-2.261442e-01 -4.846903e-01 0.000000e+00)
10.01         	(-2.261448e-01 -4.846923e-01 0.000000e+00)
10.02         	(-2.261454e-01 -4.846943e-01 0.000000e+00)
10.03         	(-2.261460e-01 -4.846962e-01 0.000000e+00)
10.04         	(-2.261466e-01 -4.846982e-01 0.000000e+00)
10.05         	(-2.261472e-01 -4.847001e-01 0.000000e+00)
10.06         	(-2.261478e-01 -4.847020e-01 0.000000e+00)
10.07         	(-2.261484e-01 -4.847040e-01 0.000000e+00)
10.08         	(-2.261490e-01 -4.847059e-01 0.000000e+00)
10.09         	(-2.261496e-01 -4.847078e-01 0.000000e+00)
10.1          	(-2.261502e-01 -4.847097e-01 0.000000e+00)
10.11         	(-2.261508e-01 -4.847116e-01 0.000000e+00)
10.12         	(-2.261514e-01 -4.847134e-01 0.000000e+00)
10.13         	(-2.261519e-01 -4.847153e-01 0.000000e+00)
10.14         	(-2.261525e-01 -4.847172e-01 0.000000e+00)
10.15         	(-2.261531e-01 -4.847190e-01 0.000000e+00)
10.16         	(-2.261536e-01 -4.847209e-01 0.000000e+00)
10.17         	(-2.261542e-01 -4.847227e-01 0.000000e+00)
10.18         	(-2.261548e-01 -4.847245e-01 0.000000e+00)
10.19         	(-2.261553e-01 -4.847263e-01 0.000000e+00)
10.2          	(-2.261559e-01 -4.847281e-01 0.000000e+00)
10.21         	(-2.261564e-01 -4.847299e-01 0.000000e+00)
10.22         	(-2.261570e-01 -4.847317e-01 0.000000e+00)
10.23         	(-2.261575e-01 -4.847335e-01 0.000000e+00)
10.24         	(-2.261581e-01 -4.847353e-01 0.000000e+00)
10.25         	(-2.261586e-01 -4.847371e-01 0.000000e+00)
10.26         	(-2.261592e-01 -4.847388e-01 0.000000e+00)
10.27         	(-2.261597e-01 -4.847406e-01 0.000000e+00)
10.28         	(-2.261602e-01 -4.847423e-01 0.000000e+00)
10.29         	(-2.261608e-01 -4.847441e-01 0.000000e+00)
10.3          	(-2.261613e-01 -4.847458e-01 0.000000e+00)
10.31         	(-2.261618e-01 -4.847475e-01 0.000000e+00)
10.32         	(-2.261623e-01 -4.847492e-01 0.000000e+00)
10.33         	(-2.261628e-01 -4.847509e-01 0.000000e+00)
10.34         	(-2.261634e-01 -4.847526e-01 0.000000e+00)
10.35         	(-2.261639e-01 -4.847543e-01 0.000000e+00)
10.36         	(-2.261644e-01 -4.847560e-01 0.000000e+00)
10.37         	(-2.261649e-01 -4.847577e-01 0.000000e+00)
10.38         	(-2.261654e-01 -4.847593e-01 0.000000e+00)
10.39         	(-2.261659e-01 -4.847610e-01 0.000000e+00)
10.4          	(-2.261664e-01 -4.847626e-01 0.000000e+00)
10.41         	(-2.261669e-01 -4.847643e-01 0.000000e+00)
10.42         	(-2.261674e-01 -4.847659e-01 0.000000e+00)
10.43         	(-2.261679e-01 -4.847675e-01 0.000000e+00)
10.44         	(-2.261684e-01 -4.847692e-01 0.000000e+00)
10.45         	(-2.261688e-01 -4.847708e-01 0.000000e+00)
10.46         	(-2.261693e-01 -4.847724e-01 0.000000e+00)
10.47         	(-2.261698e-01 -4.847740e-01 0.000000e+00)
10.48         	(-2.261703e-01 -4.847756e-01 0.000000e+00)
10.49         	(-2.261708e-01 -4.847771e-01 0.000000e+00)
10.5          	(-2.261713e-01 -4.847787e-01 0.000000e+00)
10.51         	(-2.261717e-01 -4.847803e-01 0.000000e+00)
10.52         	(-2.261722e-01 -4.847818e-01 0.000000e+00)
10.53         	(-2.261727e-01 -4.847834e-01 0.000000e+00)
10.54         	(-2.261731e-01 -4.847850e-01 0.000000e+00)
10.55         	(-2.261736e-01 -4.847865e-01 0.000000e+00)
10.56         	(-2.261741e-01 -4.847880e-01 0.000000e+00)
10.57         	(-2.261745e-01 -4.847895e-01 0.000000e+00)
10.58         	(-2.261750e-01 -4.847911e-01 0.000000e+00)
10.59         	(-2.261754e-01 -4.847926e-01 0.000000e+00)
10.6          	(-2.261759e-01 -4.847941e-01 0.000000e+00)
10.61         	(-2.261763e-01 -4.847956e-01 0.000000e+00)
10.62         	(-2.261768e-01 -4.847971e-01 0.000000e+00)
10.63         	(-2.261772e-01 -4.847986e-01 0.000000e+00)
10.64         	(-2.261776e-01 -4.848000e-01 0.000000e+00)
10.65         	(-2.261781e-01 -4.848015e-01 0.000000e+00)
10.66         	(-2.261785e-01 -4.848030e-01 0.000000e+00)
10.67         	(-2.261790e-01 -4.848044e-01 0.000000e+00)
10.68         	(-2.261794e-01 -4.848059e-01 0.000000e+00)
10.69         	(-2.261798e-01 -4.848073e-01 0.000000e+00)
10.7          	(-2.261802e-01 -4.848088e-01 0.000000e+00)
10.71         	(-2.261807e-01 -4.848102e-01 0.000000e+00)
10.72         	(-2.261811e-01 -4.848116e-01 0.000000e+00)
10.73         	(-2.261815e-01 -4.848130e-01 0.000000e+00)
10.74         	(-2.261819e-01 -4.848144e-01 0.000000e+00)
10.75         	(-2.261824e-01 -4.848159e-01 0.000000e+00)
10.76         	(-2.261828e-01 -4.848173e-01 0.000000e+00)
10.77         	(-2.261832e-01 -4.848186e-01 0.000000e+00)
10.78         	(-2.261836e-01 -4.848200e-01 0.000000e+00)
10.79         	(-2.261840e-01 -4.848214e-01 0.000000e+00)
10.8          	(-2.261844e-01 -4.848228e-01 0.000000e+00)
10.81         	(-2.261848e-01 -4.848241e-01 0.000000e+00)
10.82         	(-2.261852e-01 -4.848255e-01 0.000000e+00)
10.83         	(-2.261856e-01 -4.848269e-01 0.000000e+00)
10.84         	(-2.261860e-01 -4.848282e-01 0.000000e+00)
10.85         	(-2.261864e-01 -4.848296e-01 0.000000e+00)
10.86         	(-2.261868e-01 -4.848309e-01 0.000000e+00)
10.87         	(-2.261872e-01 -4.848322e-01 0.000000e+00)
10.88         	(-2.261876e-01 -4.848335e-01 0.000000e+00)
10.89         	(-2.261880e-01 -4.848349e-01 0.000000e+00)
10.9          	(-2.261884e-01 -4.848362e-01 0.000000e+00)
10.91         	(-2.261887e-01 -4.848375e-01 0.000000e+00)
10.92         	(-2.261891e-01 -4.848388e-01 0.000000e+00)
10.93         	(-2.261895e-01 -4.848401e-01 0.000000e+00)
10.94         	(-2.261899e-01 -4.848414e-01 0.000000e+00)
10.95         	(-2.261903e-01 -4.848426e-01 0.000000e+00)
10.96         	(-2.261906e-01 -4.848439e-01 0.000000e+00)
10.97         	(-2.261910e-01 -4.848452e-01 0.000000e+00)
10.98         	(-2.261914e-01 -4.848464e-01 0.000000e+00)
10.99         	(-2.261917e-01 -4.848477e-01 0.000000e+00)
11            	(-2.261921e-01 -4.848490e-01 0.000000e+00)
11.01         	(-2.261925e-01 -4.848502e-01 0.000000e+00)
11.02         	(-2.261928e-01 -4.848514e-01 0.000000e+00)
11.03         	(-2.261932e-01 -4.848527e-01 0.000000e+00)
11.04         	(-2.261936e-01 -4.848539e-01 0.000000e+00)
11.05         	(-2.261939e-01 -4.848551e-01 0.000000e+00)
11.06         	(-2.261943e-01 -4.848564e-01 0.000000e+00)
11.07         	(-2.261946e-01 -4.848576e-01 0.000000e+00)
11.08         	(-2.261950e-01 -4.848588e-01 0.000000e+00)
11.09         	(-2.261953e-01 -4.848600e-01 0.000000e+00)
11.1          	(-2.261957e-01 -4.848612e-01 0.000000e+00)
11.11         	(-2.261960e-01 -4.848624e-01 0.000000e+00)
11.12         	(-2.261964e-01 -4.848636e-01 0.000000e+00)
11.13         	(-2.261967e-01 -4.848647e-01 0.000000e+00)
11.14         	(-2.261971e-01 -4.848659e-01 0.000000e+00)
11.15         	(-2.261974e-01 -4.848671e-01 0.000000e+00)
11.16         	(-2.261977e-01 -4.848682e-01 0.000000e+00)
11.17         	(-2.261981e-01 -4.848694e-01 0.000000e+00)
11.18         	(-2.261984e-01 -4.848706e-01 0.000000e+00)
11.19         	(-2.261987e-01 -4.848717e-01 0.000000e+00)
11.2          	(-2.261991e-01 -4.848728e-01 0.000000e+00)
11.21         	(-2.261994e-01 -4.848740e-01 0.000000e+00)
11.22         	(-2.261997e-01 -4.848751e-01 0.000000e+00)
11.23         	(-2.262001e-01 -4.848762e-01 0.000000e+00)
11.24         	(-2.262004e-01 -4.848774e-01 0.000000e+00)
11.25         	(-2.262007e-01 -4.848785e-01 0.000000e+00)
11.26         	(-2.262010e-01 -4.848796e-01 0.000000e+00)
11.27         	(-2.262013e-01 -4.848807e-01 0.000000e+00)
11.28         	(-2.262017e-01 -4.848818e-01 0.000000e+00)
11.29         	(-2.262020e-01 -4.848829e-01 0.000000e+00)
11.3          	(-2.262023e-01 -4.848840e-01 0.000000e+00)
11.31         	(-2.262026e-01 -4.848851e-01 0.000000e+00)
11.32         	(-2.262029e-01 -4.848862e-01 0.000000e+00)
11.33         	(-2.262032e-01 -4.848872e-01 0.000000e+00)
11.34         	(-2.262035e-01 -4.848883e-01 0.000000e+00)
11.35         	(-2.262038e-01 -4.848894e-01 0.000000e+00)
11.36         	(-2.262041e-01 -4.848904e-01 0.000000e+00)
11.37         	(-2.262044e-01 -4.848915e-01 0.000000e+00)
11.38         	(-2.262047e-01 -4.848925e-01 0.000000e+00)
11.39         	(-2.262050e-01 -4.848936e-01 0.000000e+00)
11.4          	(-2.262053e-01 -4.848946e-01 0.000000e+00)
11.41         	(-2.262056e-01 -4.848957e-01 0.000000e+00)
11.42         	(-2.262059e-01 -4.848967e-01 0.000000e+00)
11.43         	(-2.262062e-01 -4.848977e-01 0.000000e+00)
11.44         	(-2.262065e-01 -4.848988e-01 0.000000e+00)
11.45         	(-2.262068e-01 -4.848998e-01 0.000000e+00)
11.46         	(-2.262071e-01 -4.849008e-01 0.000000e+00)
11.47         	(-2.262074e-01 -4.849018e-01 0.000000e+00)
11.48         	(-2.262077e-01 -4.849028e-01 0.000000e+00)
11.49         	(-2.262080e-01 -4.849038e-01 0.000000e+00)
11.5          	(-2.262082e-01 -4.849048e-01 0.000000e+00)
11.51         	(-2.262085e-01 -4.849058e-01 0.000000e+00)
11.52         	(-2.262088e-01 -4.849068e-01 0.000000e+00)
11.53         	(-2.262091e-01 -4.849078e-01 0.000000e+00)
11.54         	(-2.262094e-01 -4.849088e-01 0.000000e+00)
11.55         	(-2.262096e-01 -4.849097e-01 0.000000e+00)
11.56         	(-2.262099e-01 -4.849107e-01 0.000000e+00)
11.57         	(-2.262102e-01 -4.849117e-01 0.000000e+00)
11.58         	(-2.262105e-01 -4.849126e-01 0.000000e+00)
11.59         	(-2.262107e-01 -4.849136e-01 0.000000e+00)
11.6          	(-2.262110e-01 -4.849145e-01 0.000000e+00)
11.61         	(-2.262113e-01 -4.849155e-01 0.000000e+00)
11.62         	(-2.262115e-01 -4.849164e-01 0.000000e+00)
11.63         	(-2.262118e-01 -4.849174e-01 0.000000e+00)
11.64         	(-2.262121e-01 -4.849183e-01 0.000000e+00)
11.65         	(-2.262123e-01 -4.849192e-01 0.000000e+00)
11.66         	(-2.262126e-01 -4.849201e-01 0.000000e+00)
11.67         	(-2.262129e-01 -4.849211e-01 0.000000e+00)
11.68         	(-2.262131e-01 -4.849220e-01 0.000000e+00)
11.69         	(-2.262134e-01 -4.849229e-01 0.000000e+00)
11.7          	(-2.262136e-01 -4.849238e-01 0.000000e+00)
11.71         	(-2.262139e-01 -4.849247e-01 0.000000e+00)
11.72         	(-2.262141e-01 -4.849256e-01 0.000000e+00)
11.73         	(-2.262144e-01 -4.849265e-01 0.000000e+00)
11.74         	(-2.262146e-01 -4.849274e-01 0.000000e+00)
11.75         	(-2.262149e-01 -4.849283e-01 0.000000e+00)
11.76         	(-2.262151e-01 -4.849292e-01 0.000000e+00)
11.77         	(-2.262154e-01 -4.849301e-01 0.000000e+00)
11.78         	(-2.262156e-01 -4.849309e-01 0.000000e+00)
11.79         	(-2.262159e-01 -4.849318e-01 0.000000e+00)
11.8          	(-2.262161e-01 -4.849327e-01 0.000000e+00)
11.81         	(-2.262163e-01 -4.849335e-01 0.000000e+00)
11.82         	(-2.262166e-01 -4.849344e-01 0.000000e+00)
11.83         	(-2.262168e-01 -4.849353e-01 0.000000e+00)
11.84         	(-2.262171e-01 -4.849361e-01 0.000000e+00)
11.85         	(-2.262173e-01 -4.849370e-01 0.000000e+00)
11.86         	(-2.262175e-01 -4.849378e-01 0.000000e+00)
11.87         	(-2.262178e-01 -4.849386e-01 0.000000e+00)
11.88         	(-2.262180e-01 -4.849395e-01 0.000000e+00)
11.89         	(-2.262182e-01 -4.849403e-01 0.000000e+00)
11.9          	(-2.262185e-01 -4.849411e-01 0.000000e+00)
11.91         	(-2.262187e-01 -4.849420e-01 0.000000e+00)
11.92         	(-2.262189e-01 -4.849428e-01 0.000000e+00)
11.93         	(-2.262191e-01 -4.849436e-01 0.000000e+00)
11.94         	(-2.262194e-01 -4.849444e-01 0.000000e+00)
11.95         	(-2.262196e-01 -4.849452e-01 0.000000e+00)
11.96         	(-2.262198e-01 -4.849460e-01 0.000000e+00)
11.97         	(-2.262200e-01 -4.849469e-01 0.000000e+00)
11.98         	(-2.262202e-01 -4.849477e-01 0.000000e+00)
11.99         	(-2.262205e-01 -4.849484e-01 0.000000e+00)
12            	(-2.262207e-01 -4.849492e-01 0.000000e+00)
12.01         	(-2.262209e-01 -4.849500e-01 0.000000e+00)
12.02         	(-2.262211e-01 -4.849508e-01 0.000000e+00)
12.03         	(-2.262213e-01 -4.849516e-01 0.000000e+00)
12.04         	(-2.262215e-01 -4.849524e-01 0.000000e+00)
12.05         	(-2.262218e-01 -4.849531e-01 0.000000e+00)
12.06         	(-2.262220e-01 -4.849539e-01 0.000000e+00)
12.07         	(-2.262222e-01 -4.849547e-01 0.000000e+00)
12.08         	(-2.262224e-01 -4.849555e-01 0.000000e+00)
12.09         	(-2.262226e-01 -4.849562e-01 0.000000e+00)
12.1          	(-2.262228e-01 -4.849570e-01 0.000000e+00)
12.11         	(-2.262230e-01 -4.849577e-01 0.000000e+00)
12.12         	(-2.262232e-01 -4.849585e-01 0.000000e+00)
12.13         	(-2.262234e-01 -4.849592e-01 0.000000e+00)
12.14         	(-2.262236e-01 -4.849600e-01 0.000000e+00)
12.15         	(-2.262238e-01 -4.849607e-01 0.000000e+00)
12.16         	(-2.262240e-01 -4.849614e-01 0.000000e+00)
12.17         	(-2.262242e-01 -4.849622e-01 0.000000e+00)
12.18         	(-2.262244e-01 -4.849629e-01 0.000000e+00)
12.19         	(-2.262246e-01 -4.849636e-01 0.000000e+00)
12.2          	(-2.262248e-01 -4.849643e-01 0.000000e+00)
12.21         	(-2.262250e-01 -4.849651e-01 0.000000e+00)
12.22         	(-2.262252e-01 -4.849658e-01 0.000000e+00)
12.23         	(-2.262254e-01 -4.849665e-01 0.000000e+00)
12.24         	(-2.262255e-01 -4.849672e-01 0.000000e+00)
12.25         	(-2.262257e-01 -4.849679e-01 0.000000e+00)
12.26         	(-2.262259e-01 -4.849686e-01 0.000000e+00)
12.27         	(-2.262261e-01 -4.849693e-01 0.000000e+00)
12.28         	(-2.262263e-01 -4.849700e-01 0.000000e+00)
12.29         	(-2.262265e-01 -4.849707e-01 0.000000e+00)
12.3          	(-2.262266e-01 -4.849714e-01 0.000000e+00)
12.31         	(-2.262268e-01 -4.849721e-01 0.000000e+00)
12.32         	(-2.262270e-01 -4.849728e-01 0.000000e+00)
12.33         	(-2.262272e-01 -4.849735e-01 0.000000e+00)
12.34         	(-2.262274e-01 -4.849741e-01 0.000000e+00)
12.35         	(-2.262275e-01 -4.849748e-01 0.000000e+00)
12.36         	(-2.262277e-01 -4.849755e-01 0.000000e+00)
12.37         	(-2.262279e-01 -4.849762e-01 0.000000e+00)
12.38         	(-2.262281e-01 -4.849768e-01 0.000000e+00)
12.39         	(-2.262282e-01 -4.849775e-01 0.000000e+00)
12.4          	(-2.262284e-01 -4.849781e-01 0.000000e+00)
12.41         	(-2.262286e-01 -4.849788e-01 0.000000e+00)
12.42         	(-2.262287e-01 -4.849795e-01 0.000000e+00)
12.43         	(-2.262289e-01 -4.849801e-01 0.000000e+00)
12.44         	(-2.262291e-01 -4.849808e-01 0.000000e+00)
12.45         	(-2.262292e-01 -4.849814e-01 0.000000e+00)
12.46         	(-2.262294e-01 -4.849820e-01 0.000000e+00)
12.47         	(-2.262296e-01 -4.849827e-01 0.000000e+00)
12.48         	(-2.262297e-01 -4.849833e-01 0.000000e+00)
12.49         	(-2.262299e-01 -4.849839e-01 0.000000e+00)
12.5          	(-2.262300e-01 -4.849846e-01 0.000000e+00)
12.51         	(-2.262302e-01 -4.849852e-01 0.000000e+00)
12.52         	(-2.262303e-01 -4.849858e-01 0.000000e+00)
12.53         	(-2.262305e-01 -4.849865e-01 0.000000e+00)
12.54         	(-2.262307e-01 -4.849871e-01 0.000000e+00)
12.55         	(-2.262308e-01 -4.849877e-01 0.000000e+00)
12.56         	(-2.262310e-01 -4.849883e-01 0.000000e+00)
12.57         	(-2.262311e-01 -4.849889e-01 0.000000e+00)
12.58         	(-2.262312e-01 -4.849895e-01 0.000000e+00)
12.59         	(-2.262314e-01 -4.849901e-01 0.000000e+00)
12.6          	(-2.262315e-01 -4.849907e-01 0.000000e+00)
12.61         	(-2.262317e-01 -4.849913e-01 0.000000e+00)
12.62         	(-2.262318e-01 -4.849919e-01 0.000000e+00)
12.63         	(-2.262319e-01 -4.849925e-01 0.000000e+00)
12.64         	(-2.262321e-01 -4.849931e-01 0.000000e+00)
12.65         	(-2.262322e-01 -4.849937e-01 0.000000e+00)
12.66         	(-2.262323e-01 -4.849943e-01 0.000000e+00)
12.67         	(-2.262325e-01 -4.849949e-01 0.000000e+00)
12.68         	(-2.262326e-01 -4.849954e-01 0.000000e+00)
12.69         	(-2.262328e-01 -4.849960e-01 0.000000e+00)
12.7          	(-2.262330e-01 -4.849966e-01 0.000000e+00)
12.71         	(-2.262331e-01 -4.849972e-01 0.000000e+00)
12.72         	(-2.262333e-01 -4.849978e-01 0.000000e+00)
12.73         	(-2.262335e-01 -4.849983e-01 0.000000e+00)
12.74         	(-2.262336e-01 -4.849989e-01 0.000000e+00)
12.75         	(-2.262338e-01 -4.849995e-01 0.000000e+00)
12.76         	(-2.262340e-01 -4.850000e-01 0.000000e+00)
12.77         	(-2.262342e-01 -4.850006e-01 0.000000e+00)
12.78         	(-2.262343e-01 -4.850011e-01 0.000000e+00)
12.79         	(-2.262345e-01 -4.850017e-01 0.000000e+00)
12.8          	(-2.262347e-01 -4.850022e-01 0.000000e+00)
12.81         	(-2.262348e-01 -4.850028e-01 0.000000e+00)
12.82         	(-2.262350e-01 -4.850033e-01 0.000000e+00)
12.83         	(-2.262352e-01 -4.850039e-01 0.000000e+00)
12.84         	(-2.262353e-01 -4.850044e-01 0.000000e+00)
12.85         	(-2.262355e-01 -4.850050e-01 0.000000e+00)
12.86         	(-2.262356e-01 -4.850055e-01 0.000000e+00)
12.87         	(-2.262358e-01 -4.850060e-01 0.000000e+00)
12.88         	(-2.262360e-01 -4.850066e-01 0.000000e+00)
12.89         	(-2.262361e-01 -4.850071e-01 0.000000e+00)
12.9          	(-2.262363e-01 -4.850076e-01 0.000000e+00)
12.91         	(-2.262364e-01 -4.850081e-01 0.000000e+00)
12.92         	(-2.262366e-01 -4.850087e-01 0.000000e+00)
12.93         	(-2.262368e-01 -4.850092e-01 0.000000e+00)
12.94         	(-2.262369e-01 -4.850097e-01 0.000000e+00)
12.95         	(-2.262371e-01 -4.850102e-01 0.000000e+00)
12.96         	(-2.262372e-01 -4.850107e-01 0.000000e+00)
12.97         	(-2.262374e-01 -4.850112e-01 0.000000e+00)
12.98         	(-2.262375e-01 -4.850117e-01 0.000000e+00)
12.99         	(-2.262377e-01 -4.850122e-01 0.000000e+00)
13            	(-2.262378e-01 -4.850127e-01 0.000000e+00)
13.01         	(-2.262380e-01 -4.850132e-01 0.000000e+00)
13.02         	(-2.262381e-01 -4.850137e-01 0.000000e+00)
13.03         	(-2.262383e-01 -4.850142e-01 0.000000e+00)
13.04         	(-2.262384e-01 -4.850147e-01 0.000000e+00)
13.05         	(-2.262386e-01 -4.850152e-01 0.000000e+00)
13.06         	(-2.262387e-01 -4.850157e-01 0.000000e+00)
13.07         	(-2.262389e-01 -4.850162e-01 0.000000e+00)
13.08         	(-2.262390e-01 -4.850167e-01 0.000000e+00)
13.09         	(-2.262392e-01 -4.850172e-01 0.000000e+00)
13.1          	(-2.262393e-01 -4.850177e-01 0.000000e+00)
13.11         	(-2.262394e-01 -4.850181e-01 0.000000e+00)
13.12         	(-2.262396e-01 -4.850186e-01 0.000000e+00)
13.13         	(-2.262397e-01 -4.850191e-01 0.000000e+00)
13.14         	(-2.262399e-01 -4.850196e-01 0.000000e+00)
13.15         	(-2.262400e-01 -4.850200e-01 0.000000e+00)
13.16         	(-2.262402e-01 -4.850205e-01 0.000000e+00)
13.17         	(-2.262403e-01 -4.850210e-01 0.000000e+00)
13.18         	(-2.262404e-01 -4.850214e-01 0.000000e+00)
13.19         	(-2.262406e-01 -4.850219e-01 0.000000e+00)
